EmployeeID,hiredate_key,terminationdate_key,length_of_service,Emp_PrevSTATUS,city_name,department_name,job_title,store_name,gender_short,gender_full,termreason_desc,termtype_desc,BUSINESS_UNIT
1668,07-03-2000,27-08-2020,20,Expert,New Westminster,Dairy,Dairy Person,21,F,Female,Retirement,Voluntary,STORES
1670,21-02-2005,16-12-2020,15,Expert,Nanaimo,Meats,Meat Cutter,18,M,Male,Retirement,Voluntary,STORES
1671,16-06-1997,13-11-2020,23,Expert,Quesnel,Bakery,Bakery Manager,28,M,Male,Retirement,Voluntary,STORES
1672,29-10-1994,02-04-2020,26,Expert,Aldergrove,Store Management,Store Manager,2,F,Female,Retirement,Voluntary,STORES
1673,25-05-2002,06-02-2020,18,Expert,Vancouver,Bakery,Bakery Manager,42,F,Female,Retirement,Voluntary,STORES
1674,01-10-1992,29-06-2020,28,Expert,New Westminster,Processed Foods,Processed Foods Manager,21,F,Female,Retirement,Voluntary,STORES
1677,16-05-1996,28-05-2020,24,Expert,Kamloops,Meats,Meat Cutter,15,F,Female,Retirement,Voluntary,STORES
1680,20-06-2013,17-07-2020,7,Proficient,Terrace,Meats,Meat Cutter,32,F,Female,Retirement,Voluntary,STORES
1683,07-08-2005,14-08-2020,15,Expert,Vancouver,Dairy,Dairy Person,42,M,Male,Retirement,Voluntary,STORES
1684,08-10-1994,26-01-2020,26,Expert,Vancouver,Processed Foods,Processed Foods Manager,42,F,Female,Retirement,Voluntary,STORES
1687,27-05-1993,18-12-2020,27,Expert,Aldergrove,Meats,Meats Manager,2,F,Female,Retirement,Voluntary,STORES
1690,18-12-2014,04-01-2020,6,Proficient,Quesnel,Dairy,Dairy Person,28,F,Female,Retirement,Voluntary,STORES
1691,07-08-2003,20-01-2020,17,Expert,Vernon,Meats,Meat Cutter,36,F,Female,Retirement,Voluntary,STORES
1693,04-11-2004,20-03-2020,16,Expert,Terrace,Meats,Meat Cutter,32,F,Female,Retirement,Voluntary,STORES
1695,12-06-2012,07-04-2020,8,Proficient,Vancouver,Customer Service,Customer Service Manager,42,F,Female,Retirement,Voluntary,STORES
1700,01-05-2005,27-02-2020,15,Expert,Victoria,Meats,Meat Cutter,37,M,Male,Layoff,Involuntary,STORES
1711,01-01-1999,03-12-2020,21,Expert,Victoria,Meats,Meat Cutter,37,M,Male,Layoff,Involuntary,STORES
1714,25-07-1995,23-09-2020,25,Expert,Fort St John,Dairy,Dairy Person,12,M,Male,Resignation,Voluntary,STORES
1722,12-04-2009,07-06-2020,11,Expert,Victoria,Meats,Meat Cutter,37,M,Male,Layoff,Involuntary,STORES
1730,29-07-1996,20-10-2020,24,Expert,Victoria,Meats,Meat Cutter,37,F,Female,Layoff,Involuntary,STORES
1742,06-12-2002,07-07-2020,18,Expert,Victoria,Meats,Meat Cutter,37,M,Male,Layoff,Involuntary,STORES
1780,12-09-2003,02-01-2020,17,Expert,Vancouver,Store Management,Store Manager,45,F,Female,Layoff,Involuntary,STORES
1781,18-07-1999,19-10-2020,21,Expert,Vancouver,Meats,Meats Manager,45,F,Female,Layoff,Involuntary,STORES
1783,10-02-2009,24-02-2020,11,Expert,Victoria,Meats,Meat Cutter,37,F,Female,Layoff,Involuntary,STORES
1784,16-11-1990,13-03-2020,30,Expert,Victoria,Meats,Meat Cutter,37,M,Male,Layoff,Involuntary,STORES
1787,01-11-2007,06-12-2020,13,Expert,Vancouver,Produce,Produce Manager,45,F,Female,Layoff,Involuntary,STORES
1788,24-03-2006,04-06-2020,14,Expert,Vancouver,Bakery,Bakery Manager,45,F,Female,Layoff,Involuntary,STORES
1789,22-06-1990,14-11-2020,30,Expert,Victoria,Meats,Meat Cutter,37,F,Female,Layoff,Involuntary,STORES
1792,27-09-2000,27-05-2020,20,Expert,Victoria,Meats,Meat Cutter,37,F,Female,Layoff,Involuntary,STORES
1795,31-03-1995,06-08-2020,25,Expert,Vancouver,Dairy,Dairy Person,45,F,Female,Layoff,Involuntary,STORES
1799,18-07-2000,04-10-2020,20,Expert,Vancouver,Customer Service,Customer Service Manager,45,M,Male,Layoff,Involuntary,STORES
1823,24-12-2012,19-09-2020,8,Proficient,Nanaimo,Meats,Meat Cutter,18,M,Male,Resignation,Voluntary,STORES
1859,19-06-1991,06-01-2020,29,Expert,White Rock,Store Management,Store Manager,39,M,Male,Layoff,Involuntary,STORES
1885,21-09-1994,20-05-2020,26,Expert,Vancouver,Meats,Meat Cutter,41,F,Female,Resignation,Voluntary,STORES
1894,28-08-2008,09-05-2020,12,Expert,White Rock,Meats,Meat Cutter,39,F,Female,Layoff,Involuntary,STORES
1920,04-03-1991,16-09-2020,29,Expert,Dawson Creek,Produce,Produce Clerk,9,F,Female,Layoff,Involuntary,STORES
1943,30-04-2004,09-07-2020,16,Expert,New Westminister,Store Management,Store Manager,20,M,Male,Layoff,Involuntary,STORES
1951,21-02-1998,17-06-2020,22,Expert,Kelowna,Meats,Meat Cutter,16,M,Male,Resignation,Voluntary,STORES
1998,22-04-1995,19-07-2020,25,Expert,Burnaby,Meats,Meat Cutter,5,F,Female,Resignation,Voluntary,STORES
2002,28-02-1991,06-02-2020,29,Expert,Fort Nelson,Meats,Meats Manager,11,F,Female,Layoff,Involuntary,STORES
2042,26-04-2013,26-08-2020,7,Proficient,Haney,Store Management,Store Manager,14,M,Male,Layoff,Involuntary,STORES
2103,20-12-1991,28-08-2020,29,Expert,White Rock,Produce,Produce Clerk,39,M,Male,Layoff,Involuntary,STORES
2127,30-04-2006,18-09-2020,14,Expert,Victoria,Meats,Meat Cutter,46,F,Female,Resignation,Voluntary,STORES
2164,31-03-2009,11-10-2020,11,Expert,Kelowna,Meats,Meat Cutter,16,M,Male,Resignation,Voluntary,STORES
2266,07-11-2005,09-11-2020,15,Expert,North Vancouver,Dairy,Dairy Person,22,F,Female,Resignation,Voluntary,STORES
2303,30-08-1994,18-07-2020,26,Expert,New Westminster,Meats,Meat Cutter,21,F,Female,Retirement,Voluntary,STORES
2304,07-02-2011,25-04-2020,9,Proficient,Vernon,Meats,Meat Cutter,36,F,Female,Retirement,Voluntary,STORES
2310,01-04-2014,11-03-2020,6,Proficient,New Westminster,Meats,Meat Cutter,21,M,Male,Resignation,Voluntary,STORES
2325,07-07-2004,27-08-2020,16,Expert,Valemount,Dairy,Dairy Person,34,F,Female,Layoff,Involuntary,STORES
2332,30-11-2006,16-09-2020,14,Expert,Chilliwack,Dairy,Dairy Person,6,F,Female,Retirement,Voluntary,STORES
2337,28-08-2009,23-05-2020,11,Expert,New Westminster,Meats,Meat Cutter,21,F,Female,Retirement,Voluntary,STORES
2342,29-05-2005,27-04-2020,15,Expert,Nanaimo,Meats,Meat Cutter,18,F,Female,Retirement,Voluntary,STORES
2348,11-07-2004,30-11-2020,16,Expert,Terrace,Dairy,Dairy Person,32,F,Female,Retirement,Voluntary,STORES
2350,05-04-2001,08-04-2020,19,Expert,Port Coquitlam,Meats,Meat Cutter,25,F,Female,Retirement,Voluntary,STORES
2360,01-07-1993,01-11-2020,27,Expert,Nanaimo,Meats,Meat Cutter,18,F,Female,Retirement,Voluntary,STORES
2365,16-01-1991,08-11-2020,29,Expert,Trail,Meats,Meat Cutter,33,F,Female,Retirement,Voluntary,STORES
2380,16-01-2006,01-03-2020,14,Expert,Ocean Falls,Dairy,Dairy Person,23,M,Male,Layoff,Involuntary,STORES
2386,22-01-2001,24-02-2020,19,Expert,New Westminster,Meats,Meat Cutter,21,F,Female,Retirement,Voluntary,STORES
2388,06-12-1994,11-07-2020,26,Expert,New Westminster,Meats,Meat Cutter,21,F,Female,Retirement,Voluntary,STORES
2392,09-03-1990,22-12-2020,30,Expert,New Westminster,Meats,Meat Cutter,21,F,Female,Retirement,Voluntary,STORES
2395,14-11-1993,18-12-2020,27,Expert,Victoria,Meats,Meat Cutter,37,F,Female,Retirement,Voluntary,STORES
2396,18-05-2004,25-12-2020,16,Expert,Cranbrook,Meats,Meat Cutter,8,F,Female,Retirement,Voluntary,STORES
2400,16-09-1997,02-06-2020,23,Expert,Kamloops,Meats,Meat Cutter,15,F,Female,Retirement,Voluntary,STORES
2406,06-07-2011,04-08-2020,9,Proficient,Kamloops,Meats,Meat Cutter,15,F,Female,Retirement,Voluntary,STORES
2411,27-12-2005,24-03-2020,15,Expert,West Vancouver,Dairy,Dairy Person,38,F,Female,Retirement,Voluntary,STORES
2412,29-06-2003,29-01-2020,17,Expert,Terrace,Dairy,Dairy Person,32,F,Female,Retirement,Voluntary,STORES
2415,30-10-1991,12-12-2020,29,Expert,Nanaimo,Meats,Meat Cutter,18,M,Male,Resignation,Voluntary,STORES
2417,07-10-2012,12-09-2020,8,Proficient,Pitt Meadows,Meats,Meat Cutter,24,F,Female,Retirement,Voluntary,STORES
2419,22-08-1996,04-04-2020,24,Expert,Fort St John,Dairy,Dairy Person,12,F,Female,Retirement,Voluntary,STORES
2425,11-03-2001,05-07-2020,19,Expert,Vancouver,Dairy,Dairy Person,35,F,Female,Retirement,Voluntary,STORES
2440,23-04-2003,09-05-2020,17,Expert,Cranbrook,Meats,Meat Cutter,8,F,Female,Retirement,Voluntary,STORES
2442,13-01-2012,08-05-2020,8,Proficient,Grand Forks,Meats,Meats Manager,13,M,Male,Layoff,Involuntary,STORES
2452,09-06-1995,05-12-2020,25,Expert,New Westminster,Meats,Meat Cutter,21,F,Female,Retirement,Voluntary,STORES
2453,17-11-2003,12-12-2020,17,Expert,Pitt Meadows,Produce,Produce Clerk,24,F,Female,Retirement,Voluntary,STORES
2456,16-12-2011,06-06-2020,9,Proficient,Prince George,Meats,Meat Cutter,26,F,Female,Retirement,Voluntary,STORES
2464,10-12-2002,31-10-2020,18,Expert,Fort St John,Dairy,Dairy Person,12,F,Female,Retirement,Voluntary,STORES
2467,07-11-2005,09-12-2020,15,Expert,Victoria,Meats,Meat Cutter,37,F,Female,Retirement,Voluntary,STORES
2469,19-05-2004,05-05-2020,16,Expert,Kelowna,Meats,Meat Cutter,16,F,Female,Retirement,Voluntary,STORES
2473,04-04-1990,06-05-2020,30,Expert,Victoria,Meats,Meat Cutter,37,F,Female,Retirement,Voluntary,STORES
2474,14-10-2004,20-05-2020,16,Expert,Dawson Creek,Processed Foods,Shelf Stocker,9,M,Male,Layoff,Involuntary,STORES
2478,29-12-2008,05-06-2020,12,Expert,Burnaby,Meats,Meat Cutter,5,F,Female,Retirement,Voluntary,STORES
2479,08-09-1994,26-03-2020,26,Expert,Abbotsford,Meats,Meat Cutter,1,F,Female,Retirement,Voluntary,STORES
2484,03-01-2015,18-01-2020,5,Newcomer,West Vancouver,Dairy,Dairy Person,38,F,Female,Retirement,Voluntary,STORES
2489,13-04-1990,04-06-2020,30,Expert,Surrey,Meats,Meat Cutter,31,F,Female,Retirement,Voluntary,STORES
2494,06-06-2006,12-03-2020,14,Expert,Vernon,Produce,Produce Clerk,36,F,Female,Retirement,Voluntary,STORES
2495,26-09-2014,10-12-2020,6,Proficient,Vancouver,Dairy,Dairy Person,35,F,Female,Retirement,Voluntary,STORES
2496,22-08-2004,23-07-2020,16,Expert,Nelson,Meats,Meat Cutter,19,F,Female,Retirement,Voluntary,STORES
2499,20-07-2013,05-12-2020,7,Proficient,Vancouver,Dairy,Dairy Person,35,F,Female,Retirement,Voluntary,STORES
2508,26-06-2003,09-08-2020,17,Expert,Victoria,Meats,Meat Cutter,37,F,Female,Retirement,Voluntary,STORES
2510,12-09-1990,18-03-2020,30,Expert,Prince George,Meats,Meat Cutter,26,F,Female,Retirement,Voluntary,STORES
2517,26-01-2001,10-01-2020,19,Expert,Squamish,Meats,Meat Cutter,30,F,Female,Retirement,Voluntary,STORES
2520,16-04-2006,05-10-2020,14,Expert,Vancouver,Dairy,Dairy Person,35,F,Female,Retirement,Voluntary,STORES
2522,13-12-2007,27-10-2020,13,Expert,Nanaimo,Meats,Meat Cutter,18,F,Female,Retirement,Voluntary,STORES
2524,14-04-2006,01-04-2020,14,Expert,Princeton,Store Management,Store Manager,27,F,Female,Layoff,Involuntary,STORES
2540,02-12-1998,18-12-2020,22,Expert,West Vancouver,Dairy,Dairy Person,38,F,Female,Retirement,Voluntary,STORES
2542,16-04-2002,19-08-2020,18,Expert,Victoria,Meats,Meat Cutter,46,M,Male,Resignation,Voluntary,STORES
2545,20-05-2010,26-04-2020,10,Expert,Vancouver,Dairy,Dairy Person,35,F,Female,Retirement,Voluntary,STORES
2552,25-04-2005,31-08-2020,15,Expert,Fort Nelson,Produce,Produce Manager,11,M,Male,Layoff,Involuntary,STORES
2558,07-01-1999,03-07-2020,21,Expert,Surrey,Meats,Meat Cutter,31,F,Female,Retirement,Voluntary,STORES
2567,06-06-2005,17-06-2020,15,Expert,Nanaimo,Meats,Meat Cutter,18,F,Female,Retirement,Voluntary,STORES
2568,21-02-1991,09-10-2020,29,Expert,Nanaimo,Meats,Meat Cutter,18,F,Female,Retirement,Voluntary,STORES
2575,13-01-1997,15-11-2020,23,Expert,Kelowna,Meats,Meat Cutter,16,F,Female,Retirement,Voluntary,STORES
2578,15-11-2010,19-05-2020,10,Expert,Victoria,Meats,Meat Cutter,37,F,Female,Retirement,Voluntary,STORES
2579,02-06-1994,01-05-2020,26,Expert,Richmond,Dairy,Dairy Person,29,F,Female,Retirement,Voluntary,STORES
2588,11-07-2006,06-03-2020,14,Expert,Vancouver,Dairy,Dairy Person,35,F,Female,Retirement,Voluntary,STORES
2591,19-06-2002,17-05-2020,18,Expert,Vancouver,Dairy,Dairy Person,35,F,Female,Retirement,Voluntary,STORES
2595,16-11-1994,01-07-2020,26,Expert,New Westminster,Meats,Meat Cutter,21,M,Male,Resignation,Voluntary,STORES
2597,26-03-2000,21-08-2020,20,Expert,New Westminster,Meats,Meat Cutter,21,F,Female,Retirement,Voluntary,STORES
2598,04-02-2011,22-07-2020,9,Proficient,Abbotsford,Produce,Produce Clerk,1,F,Female,Retirement,Voluntary,STORES
2599,13-08-2007,21-01-2020,13,Expert,Fort Nelson,Meats,Meat Cutter,11,F,Female,Retirement,Voluntary,STORES
2608,20-08-2011,28-02-2020,9,Proficient,Vancouver,Dairy,Dairy Person,35,F,Female,Retirement,Voluntary,STORES
2609,17-09-2006,12-06-2020,14,Expert,Dawson Creek,Processed Foods,Shelf Stocker,9,M,Male,Layoff,Involuntary,STORES
2640,27-05-1997,14-02-2020,23,Expert,New Westminister,Meats,Meats Manager,20,M,Male,Layoff,Involuntary,STORES
2645,09-04-2005,11-09-2020,15,Expert,Victoria,Meats,Meat Cutter,37,F,Female,Retirement,Voluntary,STORES
2650,22-03-2011,06-02-2020,9,Proficient,Vancouver,Dairy,Dairy Person,35,F,Female,Retirement,Voluntary,STORES
2651,06-04-1996,18-09-2020,24,Expert,Prince George,Meats,Meat Cutter,26,F,Female,Retirement,Voluntary,STORES
2652,13-09-1991,25-01-2020,29,Expert,Vancouver,Dairy,Dairy Person,35,F,Female,Retirement,Voluntary,STORES
2667,17-06-1991,19-06-2020,29,Expert,Burnaby,Meats,Meat Cutter,5,F,Female,Retirement,Voluntary,STORES
2668,29-06-2009,16-03-2020,11,Expert,Cranbrook,Meats,Meat Cutter,8,F,Female,Retirement,Voluntary,STORES
2670,09-08-2012,12-01-2020,8,Proficient,Langley,Dairy,Dairy Person,17,F,Female,Retirement,Voluntary,STORES
2674,31-05-2006,06-11-2020,14,Expert,Kelowna,Meats,Meat Cutter,16,F,Female,Retirement,Voluntary,STORES
2675,27-02-1994,08-07-2020,26,Expert,New Westminster,Meats,Meat Cutter,21,F,Female,Resignation,Voluntary,STORES
2679,24-10-2002,01-12-2020,18,Expert,New Westminister,Produce,Produce Manager,20,M,Male,Layoff,Involuntary,STORES
2681,16-11-2003,13-05-2020,17,Expert,New Westminister,Dairy,Dairy Person,20,F,Female,Retirement,Voluntary,STORES
2689,19-11-1996,06-10-2020,24,Expert,Cranbrook,Meats,Meat Cutter,8,F,Female,Retirement,Voluntary,STORES
2696,09-08-1996,17-12-2020,24,Expert,Victoria,Meats,Meat Cutter,37,F,Female,Retirement,Voluntary,STORES
2701,17-05-1995,22-03-2020,25,Expert,Surrey,Meats,Meat Cutter,31,F,Female,Retirement,Voluntary,STORES
2702,10-04-1992,20-12-2020,28,Expert,Surrey,Meats,Meat Cutter,31,F,Female,Retirement,Voluntary,STORES
2703,08-02-2003,09-09-2020,17,Expert,North Vancouver,Meats,Meat Cutter,22,F,Female,Resignation,Voluntary,STORES
2705,16-03-2001,26-09-2020,19,Expert,Vancouver,Dairy,Dairy Person,35,F,Female,Retirement,Voluntary,STORES
2708,02-04-2015,31-01-2020,5,Newcomer,Vancouver,Dairy,Dairy Person,35,F,Female,Retirement,Voluntary,STORES
2716,14-07-2002,11-04-2020,18,Expert,Langley,Meats,Meat Cutter,17,F,Female,Retirement,Voluntary,STORES
2720,15-07-2004,22-06-2020,16,Expert,Aldergrove,Meats,Meat Cutter,2,F,Female,Retirement,Voluntary,STORES
2723,06-09-2002,20-09-2020,18,Expert,Vancouver,Dairy,Dairy Person,35,F,Female,Retirement,Voluntary,STORES
2724,10-08-2015,16-10-2020,5,Newcomer,Chilliwack,Meats,Meat Cutter,6,F,Female,Retirement,Voluntary,STORES
2726,10-03-1993,23-08-2020,27,Expert,Prince George,Meats,Meat Cutter,26,F,Female,Retirement,Voluntary,STORES
2730,29-06-1999,03-01-2020,21,Expert,New Westminster,Meats,Meat Cutter,21,F,Female,Retirement,Voluntary,STORES
2733,21-11-2002,20-06-2020,18,Expert,Fort St John,Meats,Meat Cutter,12,F,Female,Retirement,Voluntary,STORES
2737,18-08-2006,23-12-2020,14,Expert,Fort Nelson,Bakery,Bakery Manager,11,M,Male,Layoff,Involuntary,STORES
2739,04-12-2002,18-10-2020,18,Expert,Fort St John,Meats,Meat Cutter,12,F,Female,Retirement,Voluntary,STORES
2744,06-05-2010,09-05-2020,10,Expert,Burnaby,Meats,Meat Cutter,5,F,Female,Retirement,Voluntary,STORES
2747,05-04-2003,02-08-2020,17,Expert,Burnaby,Meats,Meat Cutter,5,F,Female,Retirement,Voluntary,STORES
2748,04-03-2010,02-05-2020,10,Expert,Chilliwack,Meats,Meat Cutter,6,F,Female,Retirement,Voluntary,STORES
2750,19-06-2000,17-11-2020,20,Expert,Surrey,Meats,Meat Cutter,31,F,Female,Retirement,Voluntary,STORES
2756,11-10-2001,17-06-2020,19,Expert,Williams Lake,Meats,Meat Cutter,40,F,Female,Retirement,Voluntary,STORES
2761,13-10-2015,07-06-2020,5,Newcomer,Fort St John,Meats,Meat Cutter,12,F,Female,Retirement,Voluntary,STORES
2762,28-10-1993,02-11-2020,27,Expert,Vancouver,Dairy,Dairy Person,35,F,Female,Retirement,Voluntary,STORES
2766,10-06-2007,25-03-2020,13,Expert,Kelowna,Meats,Meat Cutter,16,F,Female,Resignation,Voluntary,STORES
2767,28-10-2014,18-11-2020,6,Proficient,White Rock,Bakery,Baker,39,M,Male,Layoff,Involuntary,STORES
2778,29-04-1996,27-01-2020,24,Expert,Fort St John,Meats,Meat Cutter,12,F,Female,Retirement,Voluntary,STORES
2782,11-04-2012,31-07-2020,8,Proficient,Vernon,Produce,Produce Clerk,36,F,Female,Retirement,Voluntary,STORES
2784,13-08-2011,28-09-2020,9,Proficient,North Vancouver,Meats,Meat Cutter,22,M,Male,Resignation,Voluntary,STORES
2800,16-11-1993,09-09-2020,27,Expert,Prince George,Meats,Meat Cutter,26,F,Female,Retirement,Voluntary,STORES
2806,16-08-1995,07-08-2020,25,Expert,Victoria,Meats,Meat Cutter,37,F,Female,Retirement,Voluntary,STORES
2813,29-04-1990,19-01-2020,30,Expert,Vancouver,Dairy,Dairy Person,35,F,Female,Retirement,Voluntary,STORES
2816,23-04-1990,08-08-2020,30,Expert,Ocean Falls,Dairy,Dairy Person,23,F,Female,Layoff,Involuntary,STORES
2819,14-06-2010,01-02-2020,10,Expert,Cranbrook,Meats,Meat Cutter,8,F,Female,Retirement,Voluntary,STORES
2824,30-03-2003,26-09-2020,17,Expert,Kamloops,Meats,Meat Cutter,15,F,Female,Retirement,Voluntary,STORES
2827,18-06-2009,05-12-2020,11,Expert,Trail,Meats,Meat Cutter,33,F,Female,Retirement,Voluntary,STORES
2845,26-11-1998,12-04-2020,22,Expert,Quesnel,Dairy,Dairy Person,28,F,Female,Retirement,Voluntary,STORES
2851,24-11-1996,30-08-2020,24,Expert,North Vancouver,Meats,Meat Cutter,22,M,Male,Resignation,Voluntary,STORES
2853,21-05-1996,13-12-2020,24,Expert,Vancouver,Dairy,Dairy Person,35,F,Female,Retirement,Voluntary,STORES
2862,10-10-1996,13-07-2020,24,Expert,Kelowna,Meats,Meat Cutter,16,F,Female,Retirement,Voluntary,STORES
2865,15-08-1998,16-08-2020,22,Expert,Vancouver,Dairy,Dairy Person,35,F,Female,Retirement,Voluntary,STORES
2871,02-09-2002,19-04-2020,18,Expert,Trail,Meats,Meat Cutter,33,F,Female,Retirement,Voluntary,STORES
2873,28-06-1995,08-01-2020,25,Expert,Victoria,Meats,Meat Cutter,46,M,Male,Resignation,Voluntary,STORES
2877,10-07-2012,25-11-2020,8,Proficient,Richmond,Meats,Meat Cutter,29,F,Female,Retirement,Voluntary,STORES
2887,27-03-1996,04-06-2020,24,Expert,Ocean Falls,Dairy,Dairy Person,23,F,Female,Layoff,Involuntary,STORES
2893,11-06-2011,16-02-2020,9,Proficient,Nanaimo,Meats,Meat Cutter,18,F,Female,Retirement,Voluntary,STORES
2894,15-11-2006,05-08-2020,14,Expert,Victoria,Produce,Produce Clerk,46,F,Female,Resignation,Voluntary,STORES
2895,14-08-1996,01-05-2020,24,Expert,Vancouver,Dairy,Dairy Person,35,F,Female,Retirement,Voluntary,STORES
2900,27-11-2003,29-10-2020,17,Expert,Vancouver,Dairy,Dairy Person,35,F,Female,Retirement,Voluntary,STORES
2907,04-05-2002,12-01-2020,18,Expert,Prince George,Meats,Meat Cutter,26,F,Female,Retirement,Voluntary,STORES
2910,20-08-1992,15-11-2020,28,Expert,Victoria,Meats,Meat Cutter,37,F,Female,Retirement,Voluntary,STORES
2913,04-09-2006,01-01-2020,14,Expert,Victoria,Meats,Meat Cutter,37,F,Female,Retirement,Voluntary,STORES
2916,06-09-1994,24-06-2020,26,Expert,Vancouver,Dairy,Dairy Person,35,F,Female,Retirement,Voluntary,STORES
2918,02-06-1991,25-03-2020,29,Expert,Richmond,Meats,Meat Cutter,29,F,Female,Retirement,Voluntary,STORES
2919,31-10-1998,14-01-2020,22,Expert,Fort St John,Meats,Meat Cutter,12,F,Female,Retirement,Voluntary,STORES
2932,17-07-2003,10-02-2020,17,Expert,Richmond,Meats,Meat Cutter,29,F,Female,Retirement,Voluntary,STORES
2935,16-03-2011,29-12-2020,9,Proficient,Kamloops,Meats,Meat Cutter,15,F,Female,Resignation,Voluntary,STORES
2937,19-03-1992,21-11-2020,28,Expert,Kelowna,Meats,Meat Cutter,16,F,Female,Retirement,Voluntary,STORES
2938,14-11-2002,04-06-2020,18,Expert,Kamloops,Produce,Produce Clerk,15,F,Female,Retirement,Voluntary,STORES
2941,27-08-1999,02-12-2020,21,Expert,North Vancouver,Meats,Meat Cutter,22,F,Female,Retirement,Voluntary,STORES
2942,06-08-2015,14-02-2020,5,Newcomer,Vancouver,Dairy,Dairy Person,35,F,Female,Retirement,Voluntary,STORES
2946,29-10-1994,01-03-2020,26,Expert,Victoria,Meats,Meat Cutter,37,F,Female,Retirement,Voluntary,STORES
2953,18-12-1993,22-06-2020,27,Expert,Prince George,Meats,Meat Cutter,26,F,Female,Retirement,Voluntary,STORES
2963,01-01-2011,28-11-2020,9,Proficient,Kamloops,Produce,Produce Clerk,15,F,Female,Retirement,Voluntary,STORES
2965,23-07-2008,17-02-2020,12,Expert,New Westminster,Meats,Meat Cutter,21,F,Female,Retirement,Voluntary,STORES
2970,28-01-2002,03-07-2020,18,Expert,Dawson Creek,Produce,Produce Clerk,9,F,Female,Retirement,Voluntary,STORES
2971,13-07-1997,15-11-2020,23,Expert,Nanaimo,Meats,Meat Cutter,18,F,Female,Retirement,Voluntary,STORES
2972,24-02-2002,02-03-2020,18,Expert,Fort Nelson,Dairy,Dairy Person,11,M,Male,Layoff,Involuntary,STORES
2974,25-02-2007,07-11-2020,13,Expert,Richmond,Meats,Meat Cutter,29,F,Female,Retirement,Voluntary,STORES
2977,24-11-2010,14-02-2020,10,Expert,Aldergrove,Meats,Meat Cutter,2,F,Female,Retirement,Voluntary,STORES
2980,03-06-2010,11-07-2020,10,Expert,Vancouver,Customer Service,Cashier,41,M,Male,Resignation,Voluntary,STORES
2987,07-01-2008,18-08-2020,12,Expert,Surrey,Meats,Meat Cutter,31,F,Female,Retirement,Voluntary,STORES
2988,29-09-2005,19-08-2020,15,Expert,Vancouver,Dairy,Dairy Person,35,F,Female,Retirement,Voluntary,STORES
2991,30-08-2001,21-08-2020,19,Expert,Terrace,Dairy,Dairy Person,32,F,Female,Retirement,Voluntary,STORES
2998,02-10-1996,26-11-2020,24,Expert,New Westminister,Bakery,Bakery Manager,20,F,Female,Layoff,Involuntary,STORES
3000,16-08-2000,25-11-2020,20,Expert,New Westminster,Meats,Meat Cutter,21,F,Female,Retirement,Voluntary,STORES
3002,11-11-2004,22-11-2020,16,Expert,Vancouver,Dairy,Dairy Person,35,F,Female,Retirement,Voluntary,STORES
3005,08-03-2001,16-05-2020,19,Expert,Victoria,Meats,Meat Cutter,37,F,Female,Retirement,Voluntary,STORES
3006,11-03-2013,22-10-2020,7,Proficient,Kamloops,Produce,Produce Clerk,15,F,Female,Retirement,Voluntary,STORES
3008,18-09-1993,03-08-2020,27,Expert,Vancouver,Dairy,Dairy Person,35,F,Female,Retirement,Voluntary,STORES
3012,02-01-1997,19-10-2020,23,Expert,White Rock,Dairy,Dairy Person,39,F,Female,Layoff,Involuntary,STORES
3013,18-10-2003,07-07-2020,17,Expert,Nanaimo,Meats,Meat Cutter,18,F,Female,Retirement,Voluntary,STORES
3016,26-11-2001,06-04-2020,19,Expert,Surrey,Meats,Meat Cutter,31,F,Female,Retirement,Voluntary,STORES
3017,25-05-2007,30-03-2020,13,Expert,Terrace,Meats,Meat Cutter,32,F,Female,Retirement,Voluntary,STORES
3018,15-09-1995,18-02-2020,25,Expert,Princeton,Meats,Meat Cutter,27,F,Female,Retirement,Voluntary,STORES
3022,08-10-1991,14-06-2020,29,Expert,White Rock,Dairy,Dairy Person,39,F,Female,Retirement,Voluntary,STORES
3024,20-01-1996,28-04-2020,24,Expert,Surrey,Meats,Meat Cutter,31,F,Female,Retirement,Voluntary,STORES
3026,27-07-1996,16-07-2020,24,Expert,Nanaimo,Meats,Meat Cutter,18,F,Female,Retirement,Voluntary,STORES
3031,23-04-2000,10-07-2020,20,Expert,Surrey,Meats,Meat Cutter,31,F,Female,Layoff,Involuntary,STORES
3035,08-12-2001,30-06-2020,19,Expert,Nanaimo,Meats,Meat Cutter,18,F,Female,Layoff,Involuntary,STORES
3042,22-12-2013,17-09-2020,7,Proficient,West Vancouver,Meats,Meat Cutter,38,F,Female,Layoff,Involuntary,STORES
3046,23-10-1994,01-02-2020,26,Expert,Chilliwack,Meats,Meat Cutter,6,F,Female,Layoff,Involuntary,STORES
3048,15-09-2014,22-03-2020,6,Proficient,Terrace,Meats,Meat Cutter,32,F,Female,Layoff,Involuntary,STORES
3050,03-04-2000,15-03-2020,20,Expert,Vancouver,Dairy,Dairy Person,35,F,Female,Layoff,Involuntary,STORES
3057,13-11-1994,19-10-2020,26,Expert,Ocean Falls,Dairy,Dairy Person,23,M,Male,Layoff,Involuntary,STORES
3067,24-09-1996,26-10-2020,24,Expert,Victoria,Meats,Meat Cutter,37,F,Female,Layoff,Involuntary,STORES
3071,23-10-2011,10-05-2020,9,Proficient,Vancouver,Dairy,Dairy Person,35,F,Female,Layoff,Involuntary,STORES
